PDB	Name
8JH7	anti-BRIL Fab Light chain
8JHC	anti-BRIL Fab
8P12	Fab13
8P13	Fab79
8P15	Fab79
8QOT	NabFab HC
8QOT	NabFab LC
8TB7	Fab24 BAK5 antibody fragment
8TH4	anti-BRIL Fab
8U4T	REGN7663 Fab heavy chain
8U4T	REGN7663 Fab light chain
8WDT	Fab94-1 heavy chain
8WDT	Fab94-1 light chain
8WU1	Fab30 heavy chain
8WU1	Fab30 light chain
8XVJ	anti-BRIL Fab Heavy chain
8XVJ	anti-BRIL Fab Light chain
8XVK	anti-BRIL Fab Heavy chain
8XVK	anti-BRIL Fab Light chain
8XVL	anti-BRIL Fab
8YNT	Antibody 1B3 Fab fragment
8ZCJ	ScFv16
8ZWF	anti-BRIL Fab
8ZYT	Fab30
8ZYY	Fab30
9E82	Fab7
9EE5	anti-BRIL Fab Heavy chain
9EE5	anti-BRIL Fab Light chain
9EHS	anti-BRIL Fab Heavy chain
9EHS	anti-BRIL Fab Light chain
9EI5	anti-BRIL Fab
9EKH	anti-BRIL Fab (BAG2)
9HAP	anti-BRIL Fab Heavy chain
9HAP	anti-BRIL Fab Light chain
9HB3	anti-BRIL Fab Heavy chain
9HB3	anti-BRIL Fab Light chain
9I3T	anti-BRIL Fab Heavy chain
9I3T	anti-BRIL Fab Light chain
9IBW	Light chain BRIL Fab SRP2070
9IBW	Heavy chain BRIL Fab SRP2070
9IMA	Talquetamab Fab Heavy chain
9IMA	Talquetamab Fab Light chain
9IYA	anti-BRIL Fab Heavy chain
9IYA	anti-BRIL Fab Light chain
9J05	Antibody 1b3 Fab
9JFU	anti-BRIL Fab
9JG0	anti-BRIL Fab
9JG1	anti-BRIL Fab Light chain
9JG1	anti-BRIL Fab Heavy chain
9JQY	Fab001
9JQZ	Fab001
9JRO	FabBRIL
9JRT	FabBRIL
9L3Z	anti-BRIL Fab Heavy chain
9L3Z	anti-BRIL Fab Light chain
9L9O	anti-BRIL Fab Heavy chain
9L9O	anti-BRIL Fab Light chain
9LMO	anti-BRIL Fab
9LMP	anti-BRIL Fab Heavy chain
9LMP	anti-BRIL Fab Light chain
9LXR	Fab30
9LY2	Fab30L
9LY2	Fab30H
9LY3	Fab30
9LZ0	Fab30
9LZ2	Fab30 light chain
9LZ2	Fab30 heavy chain
9M0D	Fab30 heavy chain
9M0D	Fab30 light chain
9QP4	Light chain BRIL Fab SRP2070
9QP4	Heavy chain BRIL Fab SRP2070
9U80	anti-BRIL Fab Heavy chain
9U80	anti-BRIL Fab Light chain
9U81	anti-BRIL Fab Light chain
9U81	anti-BRIL Fab Heavy chain
9UVT	SRP2070 Fab Light Chain
9UVT	SRP2070 Fab Heavy Chain
9UVV	anti-BRIL Fab Heavy chain
9UVV	anti-BRIL Fab Light chain
9WSV	Fab30
9WSX	Fab30 light chain
9WSX	Fab30 heavy chain
9XQN	Fab24
9YFU	Fab24 BAK5 light chain
9YFU	Fab24 BAK5 heavy chain
9ZZO	Fab30
