,aln_seqSim,aln_seqIdn,subfamily,CGN,paralog
53,0.388380988471,0.647058823529,GNAS2,G.HN.10,0.4375
54,0.240925589837,0.5,GNAQ,G.HN.10,0.4375
55,0.0258116555757,0.172413793103,GNAL,G.HN.10,0.4375
56,0.191441441441,0.459459459459,GNA11,G.HN.10,0.4375
57,0.175721303155,0.45,GNA15,G.HN.11,0.25
58,0.821678839092,0.921568627451,GNAZ,G.HN.11,0.25
59,0.589817334576,0.782608695652,GNAI2,G.HN.11,0.25
60,0.792875259527,0.897959183673,GNAT1,G.HN.11,0.25
61,0.291353383459,0.543859649123,GNA13,G.HN.11,0.25
62,0.858585858586,0.927272727273,GNAT2,G.HN.11,0.25
63,0.374057315234,0.615384615385,GNAI1,G.HN.11,0.25
64,0.541807113831,0.780487804878,GNAT3,G.HN.11,0.25
65,0.138930700792,0.405405405405,GNA11,G.HN.11,0.25
66,0.143350810433,0.382352941176,GNAS2,G.HN.11,0.25
67,0.694611528822,0.842105263158,GNAI3,G.HN.11,0.25
68,0.29387755102,0.551020408163,GNAO,G.HN.11,0.25
69,0.218037889951,0.465517241379,GNAQ,G.HN.11,0.25
70,0.0493081121925,0.298245614035,GNA12,G.HN.11,0.25
71,0.03646606941,0.206896551724,GNAL,G.HN.11,0.25
72,0.288201728675,0.551020408163,GNAO,G.HN.12,0.3125
73,0.796055527975,0.897959183673,GNAT1,G.HN.12,0.3125
74,0.543597560976,0.707317073171,GNAT3,G.HN.12,0.3125
75,0.374057315234,0.615384615385,GNAI1,G.HN.12,0.3125
76,0.318168878497,0.6,GNA14,G.HN.12,0.3125
77,0.170741535826,0.5,GNAS2,G.HN.12,0.3125
78,0.203640971389,0.438596491228,GNA13,G.HN.12,0.3125
79,0.193042764783,0.5,GNA15,G.HN.12,0.3125
80,0.46228956229,0.690909090909,GNAT2,G.HN.12,0.3125
81,0.00702805628478,0.120689655172,GNAL,G.HN.12,0.3125
82,0.64347826087,0.804347826087,GNAI2,G.HN.12,0.3125
83,0.815068174136,0.921568627451,GNAZ,G.HN.12,0.3125
84,0.17013274921,0.432432432432,GNA11,G.HN.12,0.3125
85,0.0751995849685,0.280701754386,GNA12,G.HN.12,0.3125
86,0.628454778065,0.736842105263,GNAI3,G.HN.12,0.3125
87,0.243140390689,0.5,GNAQ,G.HN.12,0.3125
88,0.272534785239,0.5,GNAQ,G.HN.13,0.125
89,0.0150063607773,0.155172413793,GNAL,G.HN.13,0.125
90,0.169667694352,0.432432432432,GNA11,G.HN.13,0.125
91,0.000801165118105,0.245614035088,GNA12,G.HN.13,0.125
92,0.376515151515,0.6,GNA14,G.HN.13,0.125
93,0.0740755782097,0.375,GNA15,G.HN.13,0.125
94,0.291353383459,0.543859649123,GNA13,G.HN.13,0.125
95,0.219807634194,0.470588235294,GNAS2,G.HN.14,0.125
96,0.272556390977,0.526315789474,GNA13,G.HN.14,0.125
97,0.0808597146711,0.280701754386,GNA12,G.HN.14,0.125
98,0.497546284127,0.725,GNA15,G.HN.14,0.125
99,0.00238186285244,0.103448275862,GNAL,G.HN.14,0.125
100,0.179740072629,0.432432432432,GNA11,G.HN.14,0.125
101,0.201388563095,0.488888888889,GNA14,G.HN.14,0.125
102,0.253913608149,0.5,GNAQ,G.HN.14,0.125
103,0.179429429429,0.432432432432,GNA11,G.HN.15,0.1875
104,0.17056714694,0.475,GNA15,G.HN.15,0.1875
105,0.15386296684,0.382352941176,GNAS2,G.HN.15,0.1875
106,0.223026459789,0.48275862069,GNAQ,G.HN.15,0.1875
107,0.027916477849,0.19298245614,GNA12,G.HN.15,0.1875
108,0.174773108742,0.438596491228,GNA13,G.HN.15,0.1875
109,0.0205230779763,0.172413793103,GNAL,G.HN.15,0.1875
110,0.469696969697,0.688888888889,GNA14,G.HN.15,0.1875
111,0.0449261032298,0.19298245614,GNA12,G.HN.16,0.3125
112,0.283117311606,0.575,GNA15,G.HN.16,0.3125
113,0.267440497613,0.526315789474,GNA13,G.HN.16,0.3125
114,0.00618793085444,0.137931034483,GNAL,G.HN.16,0.3125
115,0.173266378007,0.432432432432,GNA11,G.HN.16,0.3125
116,0.566666666667,0.755555555556,GNA14,G.HN.16,0.3125
117,0.123310188647,0.382352941176,GNAS2,G.HN.16,0.3125
118,0.263157894737,0.51724137931,GNAQ,G.HN.16,0.3125
119,0.164202374652,0.432432432432,GNA11,G.HN.17,0.25
120,0.635897435897,0.8,GNA15,G.HN.17,0.25
121,0.263157894737,0.51724137931,GNAQ,G.HN.17,0.25
122,-0.000632047425145,0.175438596491,GNA12,G.HN.17,0.25
123,0.0115023621661,0.137931034483,GNAL,G.HN.17,0.25
124,0.524934122822,0.733333333333,GNA14,G.HN.17,0.25
125,0.272556390977,0.526315789474,GNA13,G.HN.17,0.25
126,0.203653540658,0.575,GNA15,G.HN.18,0.125
127,-0.0153481376055,0.157894736842,GNA12,G.HN.18,0.125
128,0.0246521476104,0.172413793103,GNAL,G.HN.18,0.125
129,0.291353383459,0.543859649123,GNA13,G.HN.18,0.125
130,0.195419688841,0.441176470588,GNAS2,G.HN.18,0.125
131,0.12215911293,0.350877192982,GNA13,G.HN.19,0.125
132,0.0303518730809,0.189655172414,GNAL,G.HN.19,0.125
133,0.177205590409,0.441176470588,GNAS2,G.HN.19,0.125
134,0.0441504908846,0.245614035088,GNA12,G.HN.19,0.125
135,0.241530913115,0.55,GNA15,G.HN.19,0.125
136,0.291353383459,0.543859649123,GNA13,G.HN.20,0.125
137,0.0312191154721,0.189655172414,GNAL,G.HN.20,0.125
138,0.00761973873987,0.140350877193,GNA12,G.HN.20,0.125
139,0.383467207986,0.65,GNA15,G.HN.20,0.125
140,0.167460971188,0.382352941176,GNAS2,G.HN.20,0.125
141,0.263157894737,0.51724137931,GNAQ,G.HN.21,0.3125
142,0.0151586354522,0.155172413793,GNAL,G.HN.21,0.3125
143,0.182675758307,0.333333333333,GNA13,G.HN.21,0.3125
144,-0.00336106709185,0.140350877193,GNA12,G.HN.21,0.3125
145,0.251126126126,0.486486486486,GNA11,G.HN.21,0.3125
146,0.170824160903,0.411764705882,GNAS2,G.HN.21,0.3125
147,0.596153846154,0.775,GNA15,G.HN.21,0.3125
148,0.566666666667,0.755555555556,GNA14,G.HN.21,0.3125
149,0.00947213738527,0.155172413793,GNAL,G.HN.22,0.6875
150,0.282666903847,0.543859649123,GNA13,G.HN.22,0.6875
151,0.359727641844,0.5,GNA15,G.HN.22,0.6875
152,0.0795771225042,0.175438596491,GNA12,G.HN.22,0.6875
153,0.263157894737,0.51724137931,GNAQ,G.HN.22,0.6875
154,0.172043018693,0.459459459459,GNA11,G.HN.22,0.6875
155,0.858585858586,0.927272727273,GNAT2,G.HN.22,0.6875
156,0.876287744085,0.941176470588,GNAZ,G.HN.22,0.6875
157,0.294410739139,0.551020408163,GNAO,G.HN.22,0.6875
158,0.67922705314,0.826086956522,GNAI2,G.HN.22,0.6875
159,0.841836734694,0.918367346939,GNAT1,G.HN.22,0.6875
160,0.857317073171,0.926829268293,GNAT3,G.HN.22,0.6875
161,0.767543859649,0.877192982456,GNAI3,G.HN.22,0.6875
162,0.516475590966,0.711111111111,GNA14,G.HN.22,0.6875
163,0.374057315234,0.615384615385,GNAI1,G.HN.22,0.6875
164,0.183998593456,0.470588235294,GNAS2,G.HN.22,0.6875
165,0.25626566416,0.508771929825,GNA13,G.HN.23,0.4375
166,0.263157894737,0.51724137931,GNAQ,G.HN.23,0.4375
167,0.351432880845,0.596153846154,GNAI1,G.HN.23,0.4375
168,0.0685175222498,0.228070175439,GNA12,G.HN.23,0.4375
169,0.800318927137,0.890909090909,GNAT2,G.HN.23,0.4375
170,0.597435897436,0.775,GNA15,G.HN.23,0.4375
171,0.159800636379,0.405405405405,GNA11,G.HN.23,0.4375
172,0.894117647059,0.941176470588,GNAZ,G.HN.23,0.4375
173,0.304209183673,0.551020408163,GNAO,G.HN.23,0.4375
174,0.169399815568,0.411764705882,GNAS2,G.HN.23,0.4375
175,0.594106580253,0.782608695652,GNAI2,G.HN.23,0.4375
176,0.789634146341,0.90243902439,GNAT3,G.HN.23,0.4375
177,0.65658737828,0.824561403509,GNAI3,G.HN.23,0.4375
178,-0.00346012050589,0.0862068965517,GNAL,G.HN.23,0.4375
179,0.841836734694,0.918367346939,GNAT1,G.HN.23,0.4375
180,0.566666666667,0.755555555556,GNA14,G.HN.23,0.4375
181,0.0078003725078,0.210526315789,GNA12,G.HN.24,0.75
182,0.382869342303,0.615384615385,GNAI1,G.HN.24,0.75
183,0.253388106852,0.491228070175,GNA13,G.HN.24,0.75
184,0.171060774075,0.432432432432,GNA11,G.HN.24,0.75
185,0.870959120125,0.941176470588,GNAZ,G.HN.24,0.75
186,0.0197052156029,0.155172413793,GNAL,G.HN.24,0.75
187,0.263157894737,0.51724137931,GNAQ,G.HN.24,0.75
188,0.746528183169,0.877192982456,GNAI3,G.HN.24,0.75
189,0.819387755102,0.897959183673,GNAT1,G.HN.24,0.75
190,0.812621266947,0.909090909091,GNAT2,G.HN.24,0.75
191,0.285204081633,0.530612244898,GNAO,G.HN.24,0.75
192,0.67922705314,0.826086956522,GNAI2,G.HN.24,0.75
193,0.857317073171,0.926829268293,GNAT3,G.HN.24,0.75
194,0.566666666667,0.755555555556,GNA14,G.HN.24,0.75
195,0.433831169522,0.55,GNA15,G.HN.24,0.75
196,0.322167018589,0.558823529412,GNAS2,G.HN.24,0.75
197,0.0475864197743,0.19298245614,GNA12,G.HN.25,0.4375
198,0.0177106251011,0.172413793103,GNAL,G.HN.25,0.4375
199,0.721235433402,0.859649122807,GNAI3,G.HN.25,0.4375
200,0.382869342303,0.615384615385,GNAI1,G.HN.25,0.4375
201,0.858585858586,0.927272727273,GNAT2,G.HN.25,0.4375
202,0.316666666667,0.571428571429,GNAO,G.HN.25,0.4375
203,0.656531874156,0.804347826087,GNAI2,G.HN.25,0.4375
204,0.816627125538,0.882352941176,GNAZ,G.HN.25,0.4375
205,0.163728628994,0.432432432432,GNA11,G.HN.25,0.4375
206,0.764335733792,0.877551020408,GNAT1,G.HN.25,0.4375
207,0.143265230082,0.368421052632,GNA13,G.HN.25,0.4375
208,0.713195930261,0.829268292683,GNAT3,G.HN.25,0.4375
209,0.121461195668,0.411764705882,GNAS2,G.HN.25,0.4375
210,0.573018527116,0.75,GNA15,G.HN.25,0.4375
211,0.51281287666,0.711111111111,GNA14,G.HN.25,0.4375
212,0.245614035088,0.5,GNAQ,G.HN.25,0.4375
213,0.0463004914382,0.263157894737,GNA12,G.HN.26,0.0625
214,0.0170466316495,0.140350877193,GNA12,G.HN.27,0.0625
215,0.00815075346912,0.175438596491,GNA12,G.HN.28,0.0625
216,0.0515144583085,0.245614035088,GNA12,G.HN.29,0.0625
217,0.0432411898485,0.280701754386,GNA12,G.HN.30,0.0625
218,0.0812450753619,0.280701754386,GNA12,G.HN.31,0.0625
219,0.0799155411003,0.298245614035,GNA12,G.HN.32,0.0625
220,0.220381625609,0.473684210526,GNA12,G.HN.33,0.125
221,0.310776942356,0.561403508772,GNA13,G.HN.33,0.125
222,0.784581520445,0.894736842105,GNAI3,G.HN.34,0.8125
223,0.365245288165,0.615384615385,GNAI1,G.HN.34,0.8125
224,0.922352941176,0.960784313725,GNAZ,G.HN.34,0.8125
225,0.230408477794,0.491228070175,GNA13,G.HN.34,0.8125
226,0.603097643098,0.763636363636,GNAT2,G.HN.34,0.8125
227,0.819387755102,0.897959183673,GNAT1,G.HN.34,0.8125
228,0.312683712442,0.571428571429,GNAO,G.HN.34,0.8125
229,0.483838419659,0.672413793103,GNAL,G.HN.34,0.8125
230,0.326925486409,0.529411764706,GNAS2,G.HN.34,0.8125
231,0.173569622938,0.432432432432,GNA11,G.HN.34,0.8125
232,0.487827657447,0.675,GNA15,G.HN.34,0.8125
233,0.22623486685,0.491228070175,GNA12,G.HN.34,0.8125
234,0.263157894737,0.51724137931,GNAQ,G.HN.34,0.8125
235,0.67922705314,0.826086956522,GNAI2,G.HN.34,0.8125
236,0.857317073171,0.926829268293,GNAT3,G.HN.34,0.8125
237,0.495757575758,0.688888888889,GNA14,G.HN.34,0.8125
238,0.306384402662,0.571428571429,GNAO,G.HN.35,0.5625
239,0.310085334326,0.568965517241,GNAL,G.HN.35,0.5625
240,0.619663299663,0.781818181818,GNAT2,G.HN.35,0.5625
241,0.398190045249,0.634615384615,GNAI1,G.HN.35,0.5625
242,0.801574003366,0.878048780488,GNAT3,G.HN.35,0.5625
243,0.118464928799,0.411764705882,GNAS2,G.HN.35,0.5625
244,0.73119294578,0.859649122807,GNAI3,G.HN.35,0.5625
245,0.263157894737,0.51724137931,GNAQ,G.HN.35,0.5625
246,0.922352941176,0.960784313725,GNAZ,G.HN.35,0.5625
247,0.493782406537,0.711111111111,GNA14,G.HN.35,0.5625
248,0.110790811736,0.325,GNA15,G.HN.35,0.5625
249,0.64347826087,0.804347826087,GNAI2,G.HN.35,0.5625
250,0.261917669622,0.526315789474,GNA12,G.HN.35,0.5625
251,0.181681681682,0.432432432432,GNA11,G.HN.35,0.5625
252,0.298445864362,0.543859649123,GNA13,G.HN.35,0.5625
253,0.564448923315,0.709090909091,GNAT2,G.HN.36,0.5
254,0.344794395834,0.596153846154,GNAI1,G.HN.36,0.5
255,0.303784013605,0.551020408163,GNAO,G.HN.36,0.5
256,0.857317073171,0.926829268293,GNAT3,G.HN.36,0.5
257,0.681182338919,0.842105263158,GNAI3,G.HN.36,0.5
258,0.200416725264,0.473684210526,GNA12,G.HN.36,0.5
259,0.150905290892,0.275862068966,GNAL,G.HN.36,0.5
260,0.310776942356,0.561403508772,GNA13,G.HN.36,0.5
261,0.448544578519,0.666666666667,GNA14,G.HN.36,0.5
262,0.180830411221,0.432432432432,GNA11,G.HN.36,0.5
263,0.282368118529,0.529411764706,GNAS2,G.HN.36,0.5
264,0.49115170088,0.7,GNA15,G.HN.36,0.5
265,0.608695652174,0.782608695652,GNAI2,G.HN.36,0.5
266,0.922352941176,0.960784313725,GNAZ,G.HN.36,0.5
267,0.238451784378,0.5,GNAQ,G.HN.36,0.5
268,0.136676058687,0.421052631579,GNA13,G.HN.37,0.3125
269,0.334561804217,0.596153846154,GNAI1,G.HN.37,0.3125
270,0.461504207014,0.688888888889,GNA14,G.HN.37,0.3125
271,0.321428571429,0.571428571429,GNAO,G.HN.37,0.3125
272,0.812195121951,0.90243902439,GNAT3,G.HN.37,0.3125
273,0.502117362371,0.672413793103,GNAL,G.HN.37,0.3125
274,0.657936991704,0.80701754386,GNAI3,G.HN.37,0.3125
275,0.637037037037,0.8,GNAT2,G.HN.37,0.3125
276,0.894117647059,0.941176470588,GNAZ,G.HN.37,0.3125
277,0.263157894737,0.51724137931,GNAQ,G.HN.37,0.3125
278,0.180013000793,0.45,GNA15,G.HN.37,0.3125
279,0.608695652174,0.782608695652,GNAI2,G.HN.37,0.3125
280,0.184919835991,0.421052631579,GNA12,G.HN.37,0.3125
281,0.287935622451,0.5,GNAS2,G.HN.37,0.3125
282,0.159039034197,0.432432432432,GNA11,G.HN.37,0.3125
283,0.608695652174,0.782608695652,GNAI2,G.HN.38,0.4375
284,0.922352941176,0.960784313725,GNAZ,G.HN.38,0.4375
285,0.310776942356,0.561403508772,GNA13,G.HN.38,0.4375
286,0.25079002285,0.470588235294,GNAS2,G.HN.38,0.4375
287,0.407277448164,0.634615384615,GNAI1,G.HN.38,0.4375
288,0.81898989899,0.890909090909,GNAT2,G.HN.38,0.4375
289,0.263157894737,0.51724137931,GNAQ,G.HN.38,0.4375
290,0.493782406537,0.711111111111,GNA14,G.HN.38,0.4375
291,0.246108799626,0.55,GNA15,G.HN.38,0.4375
292,0.340690442165,0.48275862069,GNAL,G.HN.38,0.4375
293,0.681707317073,0.731707317073,GNAT3,G.HN.38,0.4375
294,0.259600920714,0.489795918367,GNAO,G.HN.38,0.4375
295,0.704312397954,0.859649122807,GNAI3,G.HN.38,0.4375
296,0.174472499157,0.432432432432,GNA11,G.HN.38,0.4375
297,0.24471436212,0.508771929825,GNA12,G.HN.38,0.4375
298,0.922352941176,0.960784313725,GNAZ,G.HN.39,0.5
299,0.857317073171,0.926829268293,GNAT3,G.HN.39,0.5
300,0.736565656566,0.781818181818,GNAT2,G.HN.39,0.5
301,0.298469387755,0.551020408163,GNAO,G.HN.39,0.5
302,0.243496382964,0.5,GNAS2,G.HN.39,0.5
303,0.247964145617,0.526315789474,GNA13,G.HN.39,0.5
304,0.233845256259,0.5,GNAQ,G.HN.39,0.5
305,0.737244897959,0.857142857143,GNAT1,G.HN.39,0.5
306,0.608695652174,0.782608695652,GNAI2,G.HN.39,0.5
307,0.517171717172,0.711111111111,GNA14,G.HN.39,0.5
308,0.181324280629,0.432432432432,GNA11,G.HN.39,0.5
309,0.35109359256,0.596153846154,GNAI1,G.HN.39,0.5
310,0.571153846154,0.45,GNA15,G.HN.39,0.5
311,0.203909728562,0.456140350877,GNA12,G.HN.39,0.5
312,0.276834361121,0.465517241379,GNAL,G.HN.39,0.5
313,0.660955868632,0.824561403509,GNAI3,G.HN.39,0.5
314,0.841836734694,0.918367346939,GNAT1,G.HN.40,0.6875
315,0.4609809829,0.666666666667,GNA14,G.HN.40,0.6875
316,0.271416856512,0.530612244898,GNAO,G.HN.40,0.6875
317,0.245614035088,0.5,GNAQ,G.HN.40,0.6875
318,0.858585858586,0.927272727273,GNAT2,G.HN.40,0.6875
319,0.310776942356,0.561403508772,GNA13,G.HN.40,0.6875
320,0.386629463443,0.634615384615,GNAI1,G.HN.40,0.6875
321,0.387750100561,0.647058823529,GNAS2,G.HN.40,0.6875
322,0.356592629803,0.48275862069,GNAL,G.HN.40,0.6875
323,0.857317073171,0.926829268293,GNAT3,G.HN.40,0.6875
324,0.536516875958,0.725,GNA15,G.HN.40,0.6875
325,0.276164521294,0.526315789474,GNA12,G.HN.40,0.6875
326,0.690507838507,0.859649122807,GNAI3,G.HN.40,0.6875
327,0.187901584081,0.459459459459,GNA11,G.HN.40,0.6875
328,0.67922705314,0.826086956522,GNAI2,G.HN.40,0.6875
329,0.922352941176,0.960784313725,GNAZ,G.HN.40,0.6875
330,0.739795918367,0.816326530612,GNAT1,G.HN.41,0.5625
331,0.412350703828,0.534482758621,GNAL,G.HN.41,0.5625
332,0.922352941176,0.960784313725,GNAZ,G.HN.41,0.5625
333,0.391794871795,0.55,GNA15,G.HN.41,0.5625
334,0.299122807018,0.543859649123,GNA13,G.HN.41,0.5625
335,0.337084237517,0.588235294118,GNAS2,G.HN.41,0.5625
336,0.194648707161,0.459459459459,GNA11,G.HN.41,0.5625
337,0.706212853025,0.842105263158,GNAI3,G.HN.41,0.5625
338,0.254856551623,0.508771929825,GNA12,G.HN.41,0.5625
339,0.583574879227,0.717391304348,GNAI2,G.HN.41,0.5625
340,0.454415126944,0.688888888889,GNA14,G.HN.41,0.5625
341,0.872323232323,0.927272727273,GNAT2,G.HN.41,0.5625
342,0.39425508436,0.634615384615,GNAI1,G.HN.41,0.5625
343,0.272959183673,0.510204081633,GNAO,G.HN.41,0.5625
344,0.248538011696,0.5,GNAQ,G.HN.41,0.5625
345,0.666341463415,0.707317073171,GNAT3,G.HN.41,0.5625
346,0.315423861684,0.529411764706,GNAS2,G.HN.42,0.5
347,0.858585858586,0.927272727273,GNAT2,G.HN.42,0.5
348,0.533333333333,0.733333333333,GNA14,G.HN.42,0.5
349,0.469683257919,0.692307692308,GNAI1,G.HN.42,0.5
350,0.922352941176,0.960784313725,GNAZ,G.HN.42,0.5
351,0.252631578947,0.5,GNAQ,G.HN.42,0.5
352,0.298445864362,0.543859649123,GNA13,G.HN.42,0.5
353,0.676923076923,0.825,GNA15,G.HN.42,0.5
354,0.298469387755,0.551020408163,GNAO,G.HN.42,0.5
355,0.841836734694,0.918367346939,GNAT1,G.HN.42,0.5
356,0.191869364025,0.459459459459,GNA11,G.HN.42,0.5
357,0.857317073171,0.926829268293,GNAT3,G.HN.42,0.5
358,0.677318295739,0.824561403509,GNAI3,G.HN.42,0.5
359,0.193933487136,0.48275862069,GNAL,G.HN.42,0.5
360,0.222631802691,0.298245614035,GNA12,G.HN.42,0.5
361,0.500115396138,0.739130434783,GNAI2,G.HN.42,0.5
362,0.533333333333,0.733333333333,GNA14,G.HN.43,0.8125
363,0.198496523181,0.459459459459,GNA11,G.HN.43,0.8125
364,0.233845256259,0.5,GNAQ,G.HN.43,0.8125
365,0.298469387755,0.551020408163,GNAO,G.HN.43,0.8125
366,0.661352657005,0.804347826087,GNAI2,G.HN.43,0.8125
367,0.892929292929,0.945454545455,GNAT2,G.HN.43,0.8125
368,0.310776942356,0.561403508772,GNA13,G.HN.43,0.8125
369,0.554436722745,0.758620689655,GNAL,G.HN.43,0.8125
370,0.841836734694,0.918367346939,GNAT1,G.HN.43,0.8125
371,0.263786583572,0.543859649123,GNA12,G.HN.43,0.8125
372,0.857317073171,0.926829268293,GNAT3,G.HN.43,0.8125
373,0.393048128342,0.617647058824,GNAS2,G.HN.43,0.8125
374,0.530165912519,0.730769230769,GNAI1,G.HN.43,0.8125
375,0.728809736772,0.842105263158,GNAI3,G.HN.43,0.8125
376,0.922352941176,0.960784313725,GNAZ,G.HN.43,0.8125
377,0.676923076923,0.825,GNA15,G.HN.43,0.8125
378,0.238137677085,0.48275862069,GNAQ,G.HN.44,0.5625
379,0.922352941176,0.960784313725,GNAZ,G.HN.44,0.5625
380,0.312456416181,0.558823529412,GNAS2,G.HN.44,0.5625
381,0.470324989523,0.692307692308,GNAI1,G.HN.44,0.5625
382,0.298469387755,0.551020408163,GNAO,G.HN.44,0.5625
383,0.533333333333,0.733333333333,GNA14,G.HN.44,0.5625
384,0.348552882747,0.575,GNA15,G.HN.44,0.5625
385,0.401847027934,0.48275862069,GNAL,G.HN.44,0.5625
386,0.872323232323,0.927272727273,GNAT2,G.HN.44,0.5625
387,0.294590643275,0.543859649123,GNA13,G.HN.44,0.5625
388,0.29129425142,0.543859649123,GNA12,G.HN.44,0.5625
389,0.204204204204,0.459459459459,GNA11,G.HN.44,0.5625
390,0.841836734694,0.918367346939,GNAT1,G.HN.44,0.5625
391,0.736842105263,0.859649122807,GNAI3,G.HN.44,0.5625
392,0.857317073171,0.926829268293,GNAT3,G.HN.44,0.5625
393,0.604968616311,0.782608695652,GNAI2,G.HN.44,0.5625
394,0.248559628072,0.470588235294,GNAS2,G.HN.45,0.5625
395,0.871978853576,0.941176470588,GNAZ,G.HN.45,0.5625
396,0.657777777778,0.804347826087,GNAI2,G.HN.45,0.5625
397,0.242831215971,0.48275862069,GNAQ,G.HN.45,0.5625
398,0.513939393939,0.711111111111,GNA14,G.HN.45,0.5625
399,0.459487179487,0.5,GNA15,G.HN.45,0.5625
400,0.283834586466,0.526315789474,GNA13,G.HN.45,0.5625
401,0.214414414414,0.459459459459,GNA11,G.HN.45,0.5625
402,0.370105255309,0.48275862069,GNAL,G.HN.45,0.5625
403,0.62743015291,0.754385964912,GNAI3,G.HN.45,0.5625
404,0.469042349382,0.692307692308,GNAI1,G.HN.45,0.5625
405,0.830243902439,0.90243902439,GNAT3,G.HN.45,0.5625
406,0.298469387755,0.551020408163,GNAO,G.HN.45,0.5625
407,0.236284555836,0.491228070175,GNA12,G.HN.45,0.5625
408,0.841836734694,0.918367346939,GNAT1,G.HN.45,0.5625
409,0.81898989899,0.890909090909,GNAT2,G.HN.45,0.5625
410,0.615795622443,0.782608695652,GNAI2,G.HN.46,0.3125
411,0.261660274965,0.48275862069,GNAL,G.HN.46,0.3125
412,0.252941759596,0.526315789474,GNA13,G.HN.46,0.3125
413,0.263157894737,0.51724137931,GNAQ,G.HN.46,0.3125
414,0.475113122172,0.692307692308,GNAI1,G.HN.46,0.3125
415,0.922352941176,0.960784313725,GNAZ,G.HN.46,0.3125
416,0.71078444578,0.842105263158,GNAI3,G.HN.46,0.3125
417,0.411764705882,0.647058823529,GNAS2,G.HN.46,0.3125
418,0.507474747475,0.711111111111,GNA14,G.HN.46,0.3125
419,0.204204204204,0.459459459459,GNA11,G.HN.46,0.3125
420,0.138443699065,0.263157894737,GNA12,G.HN.46,0.3125
421,0.56207013901,0.775,GNA15,G.HN.46,0.3125
422,0.811734693878,0.897959183673,GNAT1,G.HN.46,0.3125
