"DRUG_ID","Name","ligand_name","ChEMBLID","DrugBankID","PubChemCID","CAS","UNII","InChiKey","SMILES","MolecularWeight","XLogP","TPSA","Complexity","Charge","HBondDonorCount","HBondAceptorCount","RotableBondCount","HeavyAtomCount","Max_Phase","Drug_Status","Approval_Year","Drug_Type","Action","TargetProteinID","entry_name","receptor_class","receptor_family","ligand_type","ICD_Code","ICD_Title","IndicationMaxPhase","IndicationStatus","URI","PubMedID"
1,"cetirizine","cetirizine","CHEMBL1000","DB00341","2678","83881-51-0","YO7261ME24","ZKLPARSLTMPFCP-UHFFFAOYSA-N","C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl",388.9,1.7,53,443,0,1,5,8,27,4,"Approved",1995,"Small molecule","Antagonist","P35367","hrh1_human","Class A (Rhodopsin)","Histamine receptors","Aminergic receptors","EC90.Z","Pruritus, unspecified",3,"Unknown","1729106757/unspecified","31747183, 30000569, 35951890"
1,"cetirizine","cetirizine","CHEMBL1000","DB00341","2678","83881-51-0","YO7261ME24","ZKLPARSLTMPFCP-UHFFFAOYSA-N","C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl",388.9,1.7,53,443,0,1,5,8,27,4,"Approved",1995,"Small molecule","Antagonist","P35367","hrh1_human","Class A (Rhodopsin)","Histamine receptors","Aminergic receptors","ED70.Z","Alopecia, unspecified",2,"Inactive","1313926062/unspecified","31747183, 30000569, 35951890"
1,"cetirizine","cetirizine","CHEMBL1000","DB00341","2678","83881-51-0","YO7261ME24","ZKLPARSLTMPFCP-UHFFFAOYSA-N","C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl",388.9,1.7,53,443,0,1,5,8,27,4,"Approved",1995,"Small molecule","Antagonist","P35367","hrh1_human","Class A (Rhodopsin)","Histamine receptors","Aminergic receptors","RA01","COVID-19",3,"Active","1730556128","31747183, 30000569, 35951890"
2,"pentazocine","pentazocine","CHEMBL100116","DB00652","441278","359-83-1","RP4A60D26L","VOKSWYLNZZRQPF-GDIGMMSISA-N","CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O",285.4,3.3,23.5,414,0,1,2,2,21,4,"Approved",1964,"Small molecule","Antagonist","P35372","oprm_human","Class A (Rhodopsin)","Opioid receptors","Peptide receptors","6A60.Z","Bipolar type I disorder, unspecified",2,"Inactive","1456478153/unspecified","30000307, 31643817, 3888578"
2,"pentazocine","pentazocine","CHEMBL100116","DB00652","441278","359-83-1","RP4A60D26L","VOKSWYLNZZRQPF-GDIGMMSISA-N","CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O",285.4,3.3,23.5,414,0,1,2,2,21,4,"Approved",1964,"Small molecule","Antagonist","P35372","oprm_human","Class A (Rhodopsin)","Opioid receptors","Peptide receptors","MG3Z","Pain, unspecified",4,"Approved","661232217/unspecified","30000307, 31643817, 3888578"
2,"pentazocine","pentazocine","CHEMBL100116","DB00652","441278","359-83-1","RP4A60D26L","VOKSWYLNZZRQPF-GDIGMMSISA-N","CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O",285.4,3.3,23.5,414,0,1,2,2,21,4,"Approved",1964,"Small molecule","Agonist","P41145","oprk_human","Class A (Rhodopsin)","Opioid receptors","Peptide receptors","6A60.Z","Bipolar type I disorder, unspecified",2,"Inactive","1456478153/unspecified","30000307, 31643817, 3888578"
2,"pentazocine","pentazocine","CHEMBL100116","DB00652","441278","359-83-1","RP4A60D26L","VOKSWYLNZZRQPF-GDIGMMSISA-N","CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O",285.4,3.3,23.5,414,0,1,2,2,21,4,"Approved",1964,"Small molecule","Agonist","P41145","oprk_human","Class A (Rhodopsin)","Opioid receptors","Peptide receptors","MG3Z","Pain, unspecified",4,"Approved","661232217/unspecified","30000307, 31643817, 3888578"
3,"levosalbutamol","levosalbutamol","CHEMBL1002","DB13139","123600","34391-04-3","EDN2NBH5SS","NDAUXUAQIAJITI-LBPRGKRZSA-N","CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O",239.31,0.3,72.7,227,0,4,4,5,17,4,"Approved",1999,"Small molecule","Agonist","P07550","adrb2_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","CA22.Z","Chronic obstructive pulmonary disease, unspecified",3,"Unknown","133207228/unspecified","18031154, 11236808, 33867777"
3,"levosalbutamol","levosalbutamol","CHEMBL1002","DB13139","123600","34391-04-3","EDN2NBH5SS","NDAUXUAQIAJITI-LBPRGKRZSA-N","CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O",239.31,0.3,72.7,227,0,4,4,5,17,4,"Approved",1999,"Small molecule","Agonist","P07550","adrb2_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","CA23","Asthma",4,"Approved","1656445230","18031154, 11236808, 33867777"
3,"levosalbutamol","levosalbutamol","CHEMBL1002","DB13139","123600","34391-04-3","EDN2NBH5SS","NDAUXUAQIAJITI-LBPRGKRZSA-N","CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O",239.31,0.3,72.7,227,0,4,4,5,17,4,"Approved",1999,"Small molecule","Agonist","P07550","adrb2_human","Class A (Rhodopsin)","Adrenoceptors","Aminergic receptors","CB40.Y","Other specified diseases of the respiratory system",3,"Inactive","850824593/other","18031154, 11236808, 33867777"
4,"doxylamine","doxylamine","CHEMBL1004","DB00366","3162","469-21-6","95QB77JKPL","HCFDWZZGGLSKEP-UHFFFAOYSA-N","CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C",270.37,2.5,25.4,276,0,0,3,6,20,4,"Approved",1948,"Small molecule","Antagonist","P35367","hrh1_human","Class A (Rhodopsin)","Histamine receptors","Aminergic receptors","1H0Z","Infection, unspecified",1,"Inactive","1435254666/unspecified","29999680, 31869110, 31644135"
4,"doxylamine","doxylamine","CHEMBL1004","DB00366","3162","469-21-6","95QB77JKPL","HCFDWZZGGLSKEP-UHFFFAOYSA-N","CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C",270.37,2.5,25.4,276,0,0,3,6,20,4,"Approved",1948,"Small molecule","Antagonist","P35367","hrh1_human","Class A (Rhodopsin)","Histamine receptors","Aminergic receptors","CA08.0Z","Allergic rhinitis, unspecified",1,"Inactive","1711769234/unspecified","29999680, 31869110, 31644135"
4,"doxylamine","doxylamine","CHEMBL1004","DB00366","3162","469-21-6","95QB77JKPL","HCFDWZZGGLSKEP-UHFFFAOYSA-N","CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C",270.37,2.5,25.4,276,0,0,3,6,20,4,"Approved",1948,"Small molecule","Antagonist","P35367","hrh1_human","Class A (Rhodopsin)","Histamine receptors","Aminergic receptors","MD90","Nausea or vomiting",4,"Approved","677319549","29999680, 31869110, 31644135"
5,"remifentanil","remifentanil","CHEMBL1005","DB00899","60815","132875-61-7","P10582JYYK","ZTVQQQVZCWLTDF-UHFFFAOYSA-N","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC",376.4,1.9,76.2,523,0,0,6,9,27,4,"Approved",1996,"Small molecule","Agonist","P35372","oprm_human","Class A (Rhodopsin)","Opioid receptors","Peptide receptors","1E91.5","Postherpetic polyneuropathy",3,"Unknown","321057933","30000312, 29958225, 29594514"
5,"remifentanil","remifentanil","CHEMBL1005","DB00899","60815","132875-61-7","P10582JYYK","ZTVQQQVZCWLTDF-UHFFFAOYSA-N","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC",376.4,1.9,76.2,523,0,0,6,9,27,4,"Approved",1996,"Small molecule","Agonist","P35372","oprm_human","Class A (Rhodopsin)","Opioid receptors","Peptide receptors","5B81.01","Obesity in adults",3,"Unknown","2062927079","30000312, 29958225, 29594514"
5,"remifentanil","remifentanil","CHEMBL1005","DB00899","60815","132875-61-7","P10582JYYK","ZTVQQQVZCWLTDF-UHFFFAOYSA-N","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC",376.4,1.9,76.2,523,0,0,6,9,27,4,"Approved",1996,"Small molecule","Agonist","P35372","oprm_human","Class A (Rhodopsin)","Opioid receptors","Peptide receptors","7A41","Obstructive sleep apnoea",1,"Inactive","1919233290","30000312, 29958225, 29594514"
5,"remifentanil","remifentanil","CHEMBL1005","DB00899","60815","132875-61-7","P10582JYYK","ZTVQQQVZCWLTDF-UHFFFAOYSA-N","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC",376.4,1.9,76.2,523,0,0,6,9,27,4,"Approved",1996,"Small molecule","Agonist","P35372","oprm_human","Class A (Rhodopsin)","Opioid receptors","Peptide receptors","8B20","Stroke not known if ischaemic or haemorrhagic",3,"Inactive","1442995018","30000312, 29958225, 29594514"
5,"remifentanil","remifentanil","CHEMBL1005","DB00899","60815","132875-61-7","P10582JYYK","ZTVQQQVZCWLTDF-UHFFFAOYSA-N","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC",376.4,1.9,76.2,523,0,0,6,9,27,4,"Approved",1996,"Small molecule","Agonist","P35372","oprm_human","Class A (Rhodopsin)","Opioid receptors","Peptide receptors","MD11.5","Dyspnoea",2,"Inactive","960305085","30000312, 29958225, 29594514"
5,"remifentanil","remifentanil","CHEMBL1005","DB00899","60815","132875-61-7","P10582JYYK","ZTVQQQVZCWLTDF-UHFFFAOYSA-N","CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC",376.4,1.9,76.2,523,0,0,6,9,27,4,"Approved",1996,"Small molecule","Agonist","P35372","oprm_human","Class A (Rhodopsin)","Opioid receptors","Peptide receptors","MG3Z","Pain, unspecified",4,"Approved","661232217/unspecified","30000312, 29958225, 29594514"
6,"gonadorelin","gonadorelin","CHEMBL1007","DB00644","638793","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-AQJXLSMYSA-N","CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","2C6Z","Malignant neoplasms of breast, unspecified",3,"Active","1047754165/unspecified","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin","CHEMBL1007","DB00644","638793","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-AQJXLSMYSA-N","CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","2C82.0","Adenocarcinoma of prostate",3,"Active","1510677183","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin","CHEMBL1007","DB00644","638793","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-AQJXLSMYSA-N","CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","2C82.Z","Malignant neoplasms of prostate, unspecified",3,"Active","1552457716/unspecified","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin","CHEMBL1007","DB00644","638793","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-AQJXLSMYSA-N","CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","5A61.2","Gonadotropin deficiency",4,"Approved","1409526590","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin","CHEMBL1007","DB00644","638793","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-AQJXLSMYSA-N","CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","5A61.Y","Other specified hypofunction or disorders of pituitary gland",3,"Inactive","292840069/other","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin","CHEMBL1007","DB00644","638793","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-AQJXLSMYSA-N","CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","FB83.1Z","Osteoporosis, unspecified",3,"Inactive","2113001430/unspecified","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin","CHEMBL1007","DB00644","638793","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-AQJXLSMYSA-N","CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","GC8Y","Other specified diseases of the genitourinary system",3,"Inactive","30659757/other","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin","CHEMBL1007","DB00644","638793","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-AQJXLSMYSA-N","CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NCC(=O)N)NC(=O)CNC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","X2","Diagnostis",4,"Approved",NA,"7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin diacetate","CHEMBL1981292","DB00644","36523","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-UHFFFAOYSA-N","CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","2C6Z","Malignant neoplasms of breast, unspecified",3,"Active","1047754165/unspecified","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin diacetate","CHEMBL1981292","DB00644","36523","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-UHFFFAOYSA-N","CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","2C82.0","Adenocarcinoma of prostate",3,"Active","1510677183","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin diacetate","CHEMBL1981292","DB00644","36523","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-UHFFFAOYSA-N","CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","2C82.Z","Malignant neoplasms of prostate, unspecified",3,"Active","1552457716/unspecified","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin diacetate","CHEMBL1981292","DB00644","36523","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-UHFFFAOYSA-N","CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","5A61.2","Gonadotropin deficiency",4,"Approved","1409526590","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin diacetate","CHEMBL1981292","DB00644","36523","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-UHFFFAOYSA-N","CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","5A61.Y","Other specified hypofunction or disorders of pituitary gland",3,"Inactive","292840069/other","7006547, 31731249, 24431404"
6,"gonadorelin","gonadorelin diacetate","CHEMBL1981292","DB00644","36523","33515-09-2;71447-49-9;9034-40-6","9O7312W37G","XLXSAKCOAKORKW-UHFFFAOYSA-N","CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6",1182.3,-2.4,475,2390,0,16,15,31,85,4,"Approved",1982,"Protein","Agonist","P30968","gnrhr_human","Class A (Rhodopsin)","Gonadotrophin-releasing hormone receptors","Peptide receptors","FB83.1Z","Osteoporosis, unspecified",3,"Inactive","2113001430/unspecified","7006547, 31731249, 24431404"
