,Unnamed: 0,actual_cost,date,drugClass,drugCode,drugName,drugNameQuery,items,quantity,section
36,36,1295003.83,2015-06-01,small molecule,0704020N0,Tolterodine,tolterodine,101331.0,3970950.0,7.4: Drugs For Genito-Urinary Disorders
37,37,1327807.8,2015-07-01,small molecule,0704020N0,Tolterodine,tolterodine,105601.0,4163623.0,7.4: Drugs For Genito-Urinary Disorders
38,38,1182813.54,2015-08-01,small molecule,0704020N0,Tolterodine,tolterodine,96688.0,3790409.0,7.4: Drugs For Genito-Urinary Disorders
39,39,1252986.81,2015-09-01,small molecule,0704020N0,Tolterodine,tolterodine,103554.0,4113824.0,7.4: Drugs For Genito-Urinary Disorders
40,40,1249057.73,2015-10-01,small molecule,0704020N0,Tolterodine,tolterodine,105313.0,4205839.0,7.4: Drugs For Genito-Urinary Disorders
41,41,1180730.31,2015-11-01,small molecule,0704020N0,Tolterodine,tolterodine,101509.0,4051209.0,7.4: Drugs For Genito-Urinary Disorders
42,42,1291132.8,2015-12-01,small molecule,0704020N0,Tolterodine,tolterodine,111977.0,4504573.0,7.4: Drugs For Genito-Urinary Disorders
43,43,1131094.21,2016-01-01,small molecule,0704020N0,Tolterodine,tolterodine,100653.0,4049365.0,7.4: Drugs For Genito-Urinary Disorders
44,44,1115445.15,2016-02-01,small molecule,0704020N0,Tolterodine,tolterodine,100727.0,4064314.0,7.4: Drugs For Genito-Urinary Disorders
45,45,1149077.74,2016-03-01,small molecule,0704020N0,Tolterodine,tolterodine,105868.0,4260729.0,7.4: Drugs For Genito-Urinary Disorders
46,46,1171112.14,2016-04-01,small molecule,0704020N0,Tolterodine,tolterodine,108000.0,4359727.0,7.4: Drugs For Genito-Urinary Disorders
47,47,1095725.13,2016-05-01,small molecule,0704020N0,Tolterodine,tolterodine,103700.0,4199323.0,7.4: Drugs For Genito-Urinary Disorders
48,48,1126310.52,2016-06-01,small molecule,0704020N0,Tolterodine,tolterodine,107824.0,4356883.0,7.4: Drugs For Genito-Urinary Disorders
49,49,1084657.16,2016-07-01,small molecule,0704020N0,Tolterodine,tolterodine,105617.0,4281306.0,7.4: Drugs For Genito-Urinary Disorders
50,50,1086662.28,2016-08-01,small molecule,0704020N0,Tolterodine,tolterodine,107467.0,4334517.0,7.4: Drugs For Genito-Urinary Disorders
51,51,1085652.56,2016-09-01,small molecule,0704020N0,Tolterodine,tolterodine,108699.0,4419075.0,7.4: Drugs For Genito-Urinary Disorders
52,52,1053783.33,2016-10-01,small molecule,0704020N0,Tolterodine,tolterodine,106449.0,4327620.0,7.4: Drugs For Genito-Urinary Disorders
53,53,1070431.14,2016-11-01,small molecule,0704020N0,Tolterodine,tolterodine,110768.0,4512178.0,7.4: Drugs For Genito-Urinary Disorders
54,54,1090819.48,2016-12-01,small molecule,0704020N0,Tolterodine,tolterodine,112542.0,4630364.0,7.4: Drugs For Genito-Urinary Disorders
55,55,1000739.03313,2017-01-01,small molecule,0704020N0,Tolterodine,tolterodine,106202.0,4334877.0,7.4: Drugs For Genito-Urinary Disorders
56,56,928436.50123,2017-02-01,small molecule,0704020N0,Tolterodine,tolterodine,99820.0,4077525.0,7.4: Drugs For Genito-Urinary Disorders
57,57,1066663.76449,2017-03-01,small molecule,0704020N0,Tolterodine,tolterodine,115427.0,4744168.0,7.4: Drugs For Genito-Urinary Disorders
58,58,936045.09873,2017-04-01,small molecule,0704020N0,Tolterodine,tolterodine,102646.0,4215616.0,7.4: Drugs For Genito-Urinary Disorders
59,59,1014775.72361,2017-05-01,small molecule,0704020N0,Tolterodine,tolterodine,111223.0,4574706.0,7.4: Drugs For Genito-Urinary Disorders
300,0,0.0,2012-06-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
301,1,0.0,2012-07-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
302,2,0.0,2012-08-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
303,3,0.0,2012-09-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
304,4,0.0,2012-10-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
305,5,0.0,2012-11-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
306,6,0.0,2012-12-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
307,7,0.0,2013-01-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
308,8,0.0,2013-02-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
309,9,0.0,2013-03-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
310,10,0.0,2013-04-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
311,11,0.0,2013-05-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
312,12,0.0,2013-06-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
313,13,0.0,2013-07-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
314,14,0.0,2013-08-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
315,15,0.0,2013-09-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
316,16,0.0,2013-10-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
317,17,0.0,2013-11-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
318,18,0.0,2013-12-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
319,19,0.0,2014-01-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
320,20,0.0,2014-02-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
321,21,0.0,2014-03-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
322,22,0.0,2014-04-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
323,23,0.0,2014-05-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
324,24,0.0,2014-06-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
325,25,0.0,2014-07-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
326,26,0.0,2014-08-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
327,27,0.0,2014-09-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
328,28,0.0,2014-10-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
329,29,0.0,2014-11-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
330,30,0.0,2014-12-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
331,31,0.0,2015-01-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
332,32,0.0,2015-02-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
333,33,0.0,2015-03-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
334,34,0.0,2015-04-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
335,35,0.0,2015-05-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
336,36,0.0,2015-06-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
337,37,0.0,2015-07-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
338,38,0.0,2015-08-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
339,39,0.0,2015-09-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
340,40,0.0,2015-10-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
341,41,0.0,2015-11-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
342,42,0.0,2015-12-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
343,43,0.0,2016-01-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
344,44,0.0,2016-02-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
345,45,0.0,2016-03-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
346,46,0.0,2016-04-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
347,47,0.0,2016-05-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
348,48,0.0,2016-06-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
349,49,0.0,2016-07-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
350,50,0.0,2016-08-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
351,51,0.0,2016-09-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
352,52,0.0,2016-10-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
353,53,0.0,2016-11-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
354,54,0.0,2016-12-01,protein,0601023AS,Albiglutide,albiglutide,0.0,0.0,6.1: Drugs Used In Diabetes
355,55,65.7534,2017-01-01,protein,0601023AS,Albiglutide,albiglutide,1.0,4.0,6.1: Drugs Used In Diabetes
356,56,131.64632,2017-02-01,protein,0601023AS,Albiglutide,albiglutide,2.0,8.0,6.1: Drugs Used In Diabetes
357,57,131.70972,2017-03-01,protein,0601023AS,Albiglutide,albiglutide,2.0,8.0,6.1: Drugs Used In Diabetes
358,58,131.50636,2017-04-01,protein,0601023AS,Albiglutide,albiglutide,2.0,8.0,6.1: Drugs Used In Diabetes
359,59,197.51523,2017-05-01,protein,0601023AS,Albiglutide,albiglutide,3.0,12.0,6.1: Drugs Used In Diabetes
360,0,4517073.17,2012-06-01,small molecule,0301011R0,Salbutamol,salbutamol,1610675.0,6339101.0,3.1: Bronchodilators
361,1,4746443.22,2012-07-01,small molecule,0301011R0,Salbutamol,salbutamol,1747019.0,6688823.0,3.1: Bronchodilators
362,2,4627938.8,2012-08-01,small molecule,0301011R0,Salbutamol,salbutamol,1679888.0,6610951.0,3.1: Bronchodilators
363,3,4418826.44,2012-09-01,small molecule,0301011R0,Salbutamol,salbutamol,1627330.0,6217961.0,3.1: Bronchodilators
364,4,4835290.86,2012-10-01,small molecule,0301011R0,Salbutamol,salbutamol,1793437.0,6879889.0,3.1: Bronchodilators
365,5,4781042.65,2012-11-01,small molecule,0301011R0,Salbutamol,salbutamol,1787020.0,6884295.0,3.1: Bronchodilators
366,6,4857050.96,2012-12-01,small molecule,0301011R0,Salbutamol,salbutamol,1816751.0,7106931.0,3.1: Bronchodilators
367,7,4736845.29,2013-01-01,small molecule,0301011R0,Salbutamol,salbutamol,1764969.0,6686549.0,3.1: Bronchodilators
368,8,4255785.41,2013-02-01,small molecule,0301011R0,Salbutamol,salbutamol,1583753.0,5996636.0,3.1: Bronchodilators
369,9,4481236.9,2013-03-01,small molecule,0301011R0,Salbutamol,salbutamol,1667936.0,6318815.0,3.1: Bronchodilators
370,10,4523145.67,2013-04-01,small molecule,0301011R0,Salbutamol,salbutamol,1664649.0,6289550.0,3.1: Bronchodilators
371,11,4706015.69,2013-05-01,small molecule,0301011R0,Salbutamol,salbutamol,1729116.0,6466927.0,3.1: Bronchodilators
372,12,4373923.67,2013-06-01,small molecule,0301011R0,Salbutamol,salbutamol,1614933.0,5921456.0,3.1: Bronchodilators
373,13,4874458.67,2013-07-01,small molecule,0301011R0,Salbutamol,salbutamol,1801048.0,6505979.0,3.1: Bronchodilators
374,14,4402646.26,2013-08-01,small molecule,0301011R0,Salbutamol,salbutamol,1599975.0,5989018.0,3.1: Bronchodilators
375,15,4487844.42,2013-09-01,small molecule,0301011R0,Salbutamol,salbutamol,1660722.0,5971401.0,3.1: Bronchodilators
376,16,4824659.88,2013-10-01,small molecule,0301011R0,Salbutamol,salbutamol,1799049.0,6479957.0,3.1: Bronchodilators
377,17,4693092.94,2013-11-01,small molecule,0301011R0,Salbutamol,salbutamol,1776412.0,6312016.0,3.1: Bronchodilators
378,18,5011199.01,2013-12-01,small molecule,0301011R0,Salbutamol,salbutamol,1896716.0,6772026.0,3.1: Bronchodilators
379,19,4825102.98,2014-01-01,small molecule,0301011R0,Salbutamol,salbutamol,1814907.0,6495945.0,3.1: Bronchodilators
380,20,4265257.66,2014-02-01,small molecule,0301011R0,Salbutamol,salbutamol,1609016.0,5778152.0,3.1: Bronchodilators
381,21,4591605.08,2014-03-01,small molecule,0301011R0,Salbutamol,salbutamol,1731852.0,6143292.0,3.1: Bronchodilators
382,22,4671133.32,2014-04-01,small molecule,0301011R0,Salbutamol,salbutamol,1771294.0,6193161.0,3.1: Bronchodilators
383,23,4819677.61,2014-05-01,small molecule,0301011R0,Salbutamol,salbutamol,1822159.0,6294184.0,3.1: Bronchodilators
384,24,4673852.96,2014-06-01,small molecule,0301011R0,Salbutamol,salbutamol,1769596.0,6079671.0,3.1: Bronchodilators
385,25,4942559.91,2014-07-01,small molecule,0301011R0,Salbutamol,salbutamol,1855008.0,6452728.0,3.1: Bronchodilators
386,26,4357940.27,2014-08-01,small molecule,0301011R0,Salbutamol,salbutamol,1623684.0,5768127.0,3.1: Bronchodilators
387,27,4734278.27,2014-09-01,small molecule,0301011R0,Salbutamol,salbutamol,1782138.0,6126957.0,3.1: Bronchodilators
388,28,5017210.03,2014-10-01,small molecule,0301011R0,Salbutamol,salbutamol,1909530.0,6545596.0,3.1: Bronchodilators
389,29,4620925.21,2014-11-01,small molecule,0301011R0,Salbutamol,salbutamol,1780397.0,6010355.0,3.1: Bronchodilators
390,30,5516779.28,2014-12-01,small molecule,0301011R0,Salbutamol,salbutamol,2143147.0,7241522.0,3.1: Bronchodilators
391,31,4916349.94,2015-01-01,small molecule,0301011R0,Salbutamol,salbutamol,1902539.0,6446034.0,3.1: Bronchodilators
392,32,4375892.68,2015-02-01,small molecule,0301011R0,Salbutamol,salbutamol,1687268.0,5764046.0,3.1: Bronchodilators
393,33,4753880.54,2015-03-01,small molecule,0301011R0,Salbutamol,salbutamol,1834072.0,6216328.0,3.1: Bronchodilators
394,34,4602021.65,2015-04-01,small molecule,0301011R0,Salbutamol,salbutamol,1766796.0,6028515.0,3.1: Bronchodilators
395,35,4466514.56,2015-05-01,small molecule,0301011R0,Salbutamol,salbutamol,1707462.0,5839572.0,3.1: Bronchodilators
396,36,4739254.36,2015-06-01,small molecule,0301011R0,Salbutamol,salbutamol,1810639.0,6124252.0,3.1: Bronchodilators
397,37,4929043.93,2015-07-01,small molecule,0301011R0,Salbutamol,salbutamol,1873269.0,6330740.0,3.1: Bronchodilators
398,38,4260276.67,2015-08-01,small molecule,0301011R0,Salbutamol,salbutamol,1608492.0,5569899.0,3.1: Bronchodilators
399,39,4770929.72,2015-09-01,small molecule,0301011R0,Salbutamol,salbutamol,1826192.0,6085987.0,3.1: Bronchodilators
400,40,4857696.61,2015-10-01,small molecule,0301011R0,Salbutamol,salbutamol,1882764.0,6240594.0,3.1: Bronchodilators
401,41,4657414.89,2015-11-01,small molecule,0301011R0,Salbutamol,salbutamol,1818332.0,5995135.0,3.1: Bronchodilators
402,42,5274699.95,2015-12-01,small molecule,0301011R0,Salbutamol,salbutamol,2057633.0,6859956.0,3.1: Bronchodilators
403,43,4660767.18,2016-01-01,small molecule,0301011R0,Salbutamol,salbutamol,1834053.0,6025873.0,3.1: Bronchodilators
404,44,4547117.67,2016-02-01,small molecule,0301011R0,Salbutamol,salbutamol,1787120.0,5897306.0,3.1: Bronchodilators
405,45,4696296.96,2016-03-01,small molecule,0301011R0,Salbutamol,salbutamol,1845467.0,6116613.0,3.1: Bronchodilators
406,46,4667983.2,2016-04-01,small molecule,0301011R0,Salbutamol,salbutamol,1822347.0,6106336.0,3.1: Bronchodilators
407,47,4508217.64,2016-05-01,small molecule,0301011R0,Salbutamol,salbutamol,1771600.0,5765621.0,3.1: Bronchodilators
408,48,4713339.75,2016-06-01,small molecule,0301011R0,Salbutamol,salbutamol,1850667.0,6102887.0,3.1: Bronchodilators
409,49,4639652.79,2016-07-01,small molecule,0301011R0,Salbutamol,salbutamol,1815094.0,5924490.0,3.1: Bronchodilators
410,50,4471073.57,2016-08-01,small molecule,0301011R0,Salbutamol,salbutamol,1742432.0,5795460.0,3.1: Bronchodilators
411,51,4678524.57,2016-09-01,small molecule,0301011R0,Salbutamol,salbutamol,1837941.0,5957727.0,3.1: Bronchodilators
412,52,4656149.62,2016-10-01,small molecule,0301011R0,Salbutamol,salbutamol,1860360.0,5888025.0,3.1: Bronchodilators
413,53,4879596.18,2016-11-01,small molecule,0301011R0,Salbutamol,salbutamol,1953895.0,6185472.0,3.1: Bronchodilators
414,54,5142169.19,2016-12-01,small molecule,0301011R0,Salbutamol,salbutamol,2057760.0,6536986.0,3.1: Bronchodilators
415,55,4743376.67306,2017-01-01,small molecule,0301011R0,Salbutamol,salbutamol,1904324.0,6107824.0,3.1: Bronchodilators
416,56,4263156.85919,2017-02-01,small molecule,0301011R0,Salbutamol,salbutamol,1707037.0,5474075.0,3.1: Bronchodilators
417,57,4808743.22425,2017-03-01,small molecule,0301011R0,Salbutamol,salbutamol,1923220.0,6170686.0,3.1: Bronchodilators
418,58,4196690.02954,2017-04-01,small molecule,0301011R0,Salbutamol,salbutamol,1680699.0,5401168.0,3.1: Bronchodilators
419,59,4575158.20104,2017-05-01,small molecule,0301011R0,Salbutamol,salbutamol,1830191.0,5822900.0,3.1: Bronchodilators
420,0,140596.76,2012-06-01,small molecule,0301040R0,Salbutamol,salbutamol,4184.0,380072.0,3.1: Bronchodilators
421,1,135920.87,2012-07-01,small molecule,0301040R0,Salbutamol,salbutamol,4101.0,366573.0,3.1: Bronchodilators
422,2,142945.82,2012-08-01,small molecule,0301040R0,Salbutamol,salbutamol,4261.0,385942.0,3.1: Bronchodilators
423,3,124270.51,2012-09-01,small molecule,0301040R0,Salbutamol,salbutamol,3700.0,335711.0,3.1: Bronchodilators
424,4,137557.27,2012-10-01,small molecule,0301040R0,Salbutamol,salbutamol,4124.0,371332.0,3.1: Bronchodilators
425,5,130805.64,2012-11-01,small molecule,0301040R0,Salbutamol,salbutamol,3934.0,353422.0,3.1: Bronchodilators
426,6,130901.68,2012-12-01,small molecule,0301040R0,Salbutamol,salbutamol,3998.0,353491.0,3.1: Bronchodilators
427,7,128320.12,2013-01-01,small molecule,0301040R0,Salbutamol,salbutamol,3915.0,346146.0,3.1: Bronchodilators
428,8,112209.57,2013-02-01,small molecule,0301040R0,Salbutamol,salbutamol,3437.0,302456.0,3.1: Bronchodilators
429,9,119917.22,2013-03-01,small molecule,0301040R0,Salbutamol,salbutamol,3669.0,323025.0,3.1: Bronchodilators
430,10,119670.14,2013-04-01,small molecule,0301040R0,Salbutamol,salbutamol,3615.0,322815.0,3.1: Bronchodilators
431,11,119814.33,2013-05-01,small molecule,0301040R0,Salbutamol,salbutamol,3655.0,323392.0,3.1: Bronchodilators
432,12,108777.93,2013-06-01,small molecule,0301040R0,Salbutamol,salbutamol,3310.0,293740.0,3.1: Bronchodilators
433,13,121116.85,2013-07-01,small molecule,0301040R0,Salbutamol,salbutamol,3701.0,326783.0,3.1: Bronchodilators
434,14,113095.45,2013-08-01,small molecule,0301040R0,Salbutamol,salbutamol,3419.0,305105.0,3.1: Bronchodilators
435,15,106731.79,2013-09-01,small molecule,0301040R0,Salbutamol,salbutamol,3225.0,287855.0,3.1: Bronchodilators
436,16,116632.34,2013-10-01,small molecule,0301040R0,Salbutamol,salbutamol,3509.0,313685.0,3.1: Bronchodilators
437,17,105455.75,2013-11-01,small molecule,0301040R0,Salbutamol,salbutamol,3214.0,283889.0,3.1: Bronchodilators
438,18,115907.21,2013-12-01,small molecule,0301040R0,Salbutamol,salbutamol,3511.0,310612.0,3.1: Bronchodilators
439,19,110118.18,2014-01-01,small molecule,0301040R0,Salbutamol,salbutamol,3396.0,295113.0,3.1: Bronchodilators
440,20,94623.69,2014-02-01,small molecule,0301040R0,Salbutamol,salbutamol,2886.0,254160.0,3.1: Bronchodilators
441,21,105758.99,2014-03-01,small molecule,0301040R0,Salbutamol,salbutamol,3161.0,280114.0,3.1: Bronchodilators
442,22,101986.02,2014-04-01,small molecule,0301040R0,Salbutamol,salbutamol,3014.0,269845.0,3.1: Bronchodilators
443,23,103572.49,2014-05-01,small molecule,0301040R0,Salbutamol,salbutamol,3083.0,272798.0,3.1: Bronchodilators
444,24,100054.39,2014-06-01,small molecule,0301040R0,Salbutamol,salbutamol,2992.0,264547.0,3.1: Bronchodilators
445,25,105713.09,2014-07-01,small molecule,0301040R0,Salbutamol,salbutamol,3170.0,276903.0,3.1: Bronchodilators
446,26,94076.89,2014-08-01,small molecule,0301040R0,Salbutamol,salbutamol,2780.0,249510.0,3.1: Bronchodilators
447,27,100858.23,2014-09-01,small molecule,0301040R0,Salbutamol,salbutamol,2984.0,266840.0,3.1: Bronchodilators
448,28,99242.31,2014-10-01,small molecule,0301040R0,Salbutamol,salbutamol,3018.0,263880.0,3.1: Bronchodilators
